titulo;diretor;ano;orcamento;faturamento;nota
The Rundown ;Peter Berg;2003; 85000000; 47592825;6,7
Last Action Hero ;John McTiernan;1993; 70000000; 50016394;6,2
Memoirs of a Geisha ;Rob Marshall;2005; 85000000; 57010853;7,3
The Fast and the Furious: Tokyo Drift ;Justin Lin;2006; 85000000; 62494975;6,0
Arthur Christmas ;Sarah Smith;2011;100000000; 46440491;7,1
Meet Joe Black ;Martin Brest;1998; 90000000; 44606335;7,1
Collateral Damage ;Andrew Davis;2002; 85000000; 40048332;5,5
Mirror Mirror ;Tarsem Singh;2012; 85000000; 64933670;5,6
Scott Pilgrim vs. the World ;Edgar Wright;2010; 60000000; 31494270;7,5
The Core ;Jon Amiel;2003; 60000000; 31111260;5,4
Nutty Professor II: The Klumps ;Peter Segal;2000; 65000000;123307945;4,3
Scooby-Doo ;Raja Gosnell;2002; 84000000;153288182;4,9
Dredd ;Pete Travis;2012; 35000000; 13401683;7,1
Click ;Frank Coraci;2006; 70000000;137340146;6,4
Cats & Dogs: The Revenge of Kitty Galore ;Brad Peyton;2010; 85000000; 43575716;4,3
Jumper ;Doug Liman;2008; 85000000; 80170146;6,1
Hellboy II: The Golden Army ;Guillermo del Toro;2008; 85000000; 75754670;7,0
Zodiac ;David Fincher;2007; 65000000; 33048353;7,7
The 6th Day ;Roger Spottiswoode;2000; 82000000; 34543701;5,9
Bruce Almighty ;Tom Shadyac;2003; 81000000;242589580;6,7
The Expendables ;Sylvester Stallone;2010; 80000000;102981571;6,5
Mission: Impossible ;Brian De Palma;1996; 80000000;180965237;7,1
The Hunger Games ;Gary Ross;2012; 78000000;407999255;7,3
The Hangover Part II ;Todd Phillips;2011; 80000000;254455986;6,5
Batman Returns ;Tim Burton;1992; 80000000;162831698;7,0
Over the Hedge ;Tim Johnson;2006; 80000000;155019340;6,8
Lilo & Stitch ;Dean DeBlois;2002; 80000000;145771527;7,2
Deep Impact ;Mimi Leder;1998; 75000000;140459099;6,1
RED 2 ;Dean Parisot;2013; 84000000; 53215979;6,7
The Longest Yard ;Peter Segal;2005; 82000000;158115031;6,4
Alvin and the Chipmunks: Chipwrecked ;Mike Mitchell;2011; 75000000;133103929;4,4
Grown Ups 2 ;Dennis Dugan;2013; 80000000;133668525;5,4
Get Smart ;Peter Segal;2008; 80000000;130313314;6,5
Something's Gotta Give ;Nancy Meyers;2003; 80000000;124590960;6,7
Shutter Island ;Martin Scorsese;2010; 80000000;127968405;8,1
Four Christmases ;Seth Gordon;2008; 80000000;120136047;5,6
Robots ;Chris Wedge;2005; 75000000;128200012;6,3
Face/Off ;John Woo;1997; 80000000;112225777;7,3
Bedtime Stories ;Adam Shankman;2008; 80000000;109993847;6,1
Road to Perdition ;Sam Mendes;2002; 80000000;104054514;7,7
Just Go with It ;Dennis Dugan;2011; 80000000;103028109;6,4
Con Air ;Simon West;1997; 75000000;101087161;6,8
Eagle Eye ;D.J. Caruso;2008; 80000000;101111837;6,6
Cold Mountain ;Anthony Minghella;2003; 79000000; 95632614;7,2
The Book of Eli ;Albert Hughes;2010; 80000000; 94822707;6,9
Flubber ;Les Mayfield;1997; 80000000; 92969824;5,2
The Haunting ;Jan de Bont;1999; 80000000; 91188905;4,9
Space Jam ;Joe Pytka;1996; 80000000; 90443603;6,3
The Pink Panther ;Shawn Levy;2006; 65000000; 82226474;5,6
The Day the Earth Stood Still ;Scott Derrickson;2008; 80000000; 79363785;5,5
Conspiracy Theory ;Richard Donner;1997; 75000000; 76081498;6,7
Fury ;David Ayer;2014; 68000000; 85707116;7,6
Six Days Seven Nights ;Ivan Reitman;1998; 70000000; 74329966;5,7
Yogi Bear ;Eric Brevig;2010; 80000000;100169068;4,6
Spirit: Stallion of the Cimarron ;Kelly Asbury;2002; 80000000; 73215310;7,0
Zookeeper ;Frank Coraci;2011; 80000000; 80360866;5,2
Lost in Space ;Stephen Hopkins;1998; 80000000; 69102910;5,1
The Manchurian Candidate ;Jonathan Demme;2004; 80000000; 65948711;6,6
Hotel Transylvania 2 ;Genndy Tartakovsky;2015; 80000000;169692572;6,7
Fantasia 2000 ;James Algar;1999; 80000000; 60507228;7,3
The Time Machine ;Simon Wells;2002; 80000000; 56684819;5,9
Mighty Joe Young ;Ron Underwood;1998; 90000000; 50628009;5,6
Swordfish ;Dominic Sena;2001; 80000000; 69772969;6,5
The Legend of Zorro ;Martin Campbell;2005; 75000000; 45356386;5,9
What Dreams May Come ;Vincent Ward;1998; 85000000; 55350897;7,0
Little Nicky ;Steven Brill;2000; 80000000; 39442871;5,3
The Brothers Grimm ;Terry Gilliam;2005; 88000000; 37899638;5,9
Mars Attacks! ;Tim Burton;1996; 70000000; 37754208;6,3
Surrogates ;Jonathan Mostow;2009; 80000000; 38542418;6,3
Thirteen Days ;Roger Donaldson;2000; 80000000; 34566746;7,3
Daylight ;Rob Cohen;1996; 80000000; 32885565;5,8
Walking with Dinosaurs 3D ;Barry Cook;2013; 80000000; 36073232;5,2
Battlefield Earth ;Roger Christian;2000; 44000000; 21471685;2,4
Looney Tunes: Back in Action ;Joe Dante;2003; 80000000; 20950820;5,7
Nine ;Rob Marshall;2009; 80000000; 19673424;5,8
Timeline ;Richard Donner;2003; 80000000; 19480739;5,6
The Postman ;Kevin Costner;1997; 80000000; 17593391;6,0
Babe: Pig in the City ;George Miller;1998; 80000000; 18318000;5,8
The Last Witch Hunter ;Breck Eisner;2015; 90000000; 27356090;6,0
Red Planet ;Antony Hoffman;2000; 70000000; 17473245;5,7
Arthur and the Invisibles ;Luc Besson;2006; 86000000; 15131330;6,0
Oceans ;Jacques Perrin;2009; 40000000; 19406406;7,8
A Sound of Thunder ;Peter Hyams;2005; 52000000;  1891821;4,2
Pompeii ;Paul W.S. Anderson;2014; 80000000; 23219748;5,6
A Beautiful Mind ;Ron Howard;2001; 58000000;170708996;8,2
The Lion King ;Roger Allers;1994; 45000000;422783777;8,5
Journey 2: The Mysterious Island ;Brad Peyton;2012; 79000000;103812241;5,8
Cloudy with a Chance of Meatballs 2 ;Cody Cameron;2013; 78000000;119793567;6,5
Red Dragon ;Brett Ratner;2002; 78000000; 92930005;7,2
Hidalgo ;Joe Johnston;2004;100000000; 67286731;6,7
Jack and Jill ;Dennis Dugan;2011; 79000000; 74158157;3,4
2 Fast 2 Furious ;John Singleton;2003; 76000000;127083765;5,9
The Little Prince ;Mark Osborne;2015; 81200000;  1339152;7,8
The Invasion ;Oliver Hirschbiegel;2007; 80000000; 15071514;5,9
The Adventures of Rocky & Bullwinkle ;Des McAnuff;2000; 76000000; 26000610;4,1
The Secret Life of Pets ;Yarrow Cheney;2016; 75000000;323505540;6,8
The League of Extraordinary Gentlemen ;Stephen Norrington;2003; 78000000; 66462600;5,8
Despicable Me 2 ;Pierre Coffin;2013; 76000000;368049635;7,5
Independence Day ;Roland Emmerich;1996; 75000000;306124059;6,9
The Lost World: Jurassic Park ;Steven Spielberg;1997; 73000000;229074524;6,5
Madagascar ;Eric Darnell;2005; 75000000;193136719;6,9
Children of Men ;Alfonso Cuarón;2006; 76000000; 35286428;7,9
X-Men ;Bryan Singer;2000; 75000000;157299717;7,4
Wanted ;Timur Bekmambetov;2008; 75000000;134568845;6,7
The Rock ;Michael Bay;1996; 75000000;134006721;7,4
Ice Age: The Meltdown ;Carlos Saldanha;2006; 80000000;195329763;6,9
50 First Dates ;Peter Segal;2004; 75000000;120776832;6,8
Hairspray ;Adam Shankman;2007; 75000000;118823091;6,7
Exorcist: The Beginning ;Renny Harlin;2004; 50000000; 41814863;5,1
Inspector Gadget ;David Kellogg;1999; 75000000; 97360069;4,1
Now You See Me ;Louis Leterrier;2013; 75000000;117698894;7,3
Grown Ups ;Dennis Dugan;2010; 80000000;162001186;6,0
The Terminal ;Steven Spielberg;2004; 60000000; 77032279;7,3
Hotel for Dogs ;Thor Freudenthal;2009; 35000000; 73023275;5,4
Vertical Limit ;Martin Campbell;2000; 75000000; 68473360;5,9
Charlie Wilson's War ;Mike Nichols;2007; 75000000; 66636385;7,1
Shark Tale ;Bibo Bergeron;2004; 75000000;160762022;6,0
Dreamgirls ;Bill Condon;2006; 70000000;103338338;6,5
Be Cool ;F. Gary Gray;2005; 53000000; 55808744;5,7
Munich ;Steven Spielberg;2005; 70000000; 47379090;7,6
Tears of the Sun ;Antoine Fuqua;2003; 70000000; 43426961;6,6
Killers ;Robert Luketic;2010; 75000000; 47000485;5,4
The Man from U.N.C.L.E. ;Guy Ritchie;2015; 75000000; 45434443;7,3
Spanglish ;James L. Brooks;2004; 80000000; 42044321;6,5
Monster House ;Gil Kenan;2006; 75000000; 73661010;6,6
Bandits ;Barry Levinson;2001; 80000000; 41523271;6,6
First Knight ;Jerry Zucker;1995; 55000000; 37600435;5,9
Anna and the King ;Andy Tennant;1999; 75000000; 39251128;6,7
Immortals ;Tarsem Singh;2011; 75000000; 83503161;6,1
Hostage ;Florent-Emilio Siri;2005; 52000000; 34636443;6,6
Titan A.E. ;Don Bluth;2000; 75000000; 22751979;6,6
Hollywood Homicide ;Ron Shelton;2003; 75000000; 30013346;5,3
Soldier ;Paul W.S. Anderson;1998; 75000000; 14567883;6,0
Monkeybone ;Henry Selick;2001; 75000000;  5409517;4,7
Flight of the Phoenix ;John Moore;2004; 45000000; 21009180;6,1
Unbreakable ;M. Night Shyamalan;2000; 75000000; 94999143;7,2
Minions ;Kyle Balda;2015; 74000000;336029560;6,4
Sucker Punch ;Zack Snyder;2011; 82000000; 36381716;6,1
Snake Eyes ;Brian De Palma;1998; 69000000; 55585389;5,9
Sphere ;Barry Levinson;1998; 75000000; 36976367;6,0
The Angry Birds Movie ;Clay Kaytis;2016; 73000000;107225164;6,3
Fool's Gold ;Andy Tennant;2008; 70000000; 70224196;5,6
Funny People ;Judd Apatow;2009; 75000000; 51814190;6,4
The Kingdom ;Peter Berg;2007; 70000000; 47456450;7,1
Talladega Nights: The Ballad of Ricky Bobby ;Adam McKay;2006; 73000000;148213377;6,6
Dr. Dolittle 2 ;Steve Carr;2001; 72000000;112950721;4,6
Braveheart ;Mel Gibson;1995; 72000000; 75600000;8,4
Jarhead ;Sam Mendes;2005; 70000000; 62647540;7,1
The Simpsons Movie ;David Silverman;2007; 75000000;183132370;7,4
The Majestic ;Frank Darabont;2001; 72000000; 27796042;6,9
Driven ;Renny Harlin;2001; 72000000; 32616869;4,5
Two Brothers ;Jean-Jacques Annaud;2004; 59660000; 18947630;7,1
The Village ;M. Night Shyamalan;2004; 60000000;114195633;6,5
Doctor Dolittle ;Betty Thomas;1998; 71500000;144156464;5,3
Signs ;M. Night Shyamalan;2002; 72000000;227965690;6,7
Shrek 2 ;Andrew Adamson;2004;150000000;436471036;7,2
Cars ;John Lasseter;2006;120000000;244052771;7,2
Runaway Bride ;Garry Marshall;1999; 70000000;152149590;5,5
xXx ;Rob Cohen;2002; 70000000;141204016;5,8
The SpongeBob Movie: Sponge Out of Water ;Paul Tibbitt;2015; 74000000;162495848;6,0
Ransom ;Ron Howard;1996; 80000000;136448821;6,6
Inglourious Basterds ;Quentin Tarantino;2009; 75000000;120523073;8,3
Hook ;Steven Spielberg;1991; 70000000;119654900;6,7
Hercules ;Brett Ratner;2014;100000000; 72660029;6,0
Die Hard 2 ;Renny Harlin;1990; 70000000;117541000;7,1
S.W.A.T. ;Clark Johnson;2003; 80000000;116643346;6,0
Vanilla Sky ;Cameron Crowe;2001; 68000000;100614858;6,9
Lady in the Water ;M. Night Shyamalan;2006; 70000000; 42272747;5,6
AVP: Alien vs. Predator ;Paul W.S. Anderson;2004; 60000000; 80281096;5,6
Alvin and the Chipmunks: The Squeakquel ;Betty Thomas;2009; 75000000;219613391;4,5
We Were Soldiers ;Randall Wallace;2002; 75000000; 78120196;7,1
Olympus Has Fallen ;Antoine Fuqua;2013; 70000000; 98895417;6,5
Star Trek: Insurrection ;Jonathan Frakes;1998; 58000000; 70117571;6,4
Battle Los Angeles ;Jonathan Liebesman;2011; 70000000; 83552429;5,8
Big Fish ;Tim Burton;2003; 70000000; 66257002;8,0
Wolf ;Mike Nichols;1994; 70000000; 65012000;6,2
War Horse ;Steven Spielberg;2011; 66000000; 79883359;7,2
The Monuments Men ;George Clooney;2014; 70000000; 78031620;6,1
The Abyss ;James Cameron;1989; 69500000; 54222000;7,6
Wall Street: Money Never Sleeps ;Oliver Stone;2010; 70000000; 52474616;6,3
Dracula Untold ;Gary Shore;2014; 70000000; 55942830;6,3
The Siege ;Edward Zwick;1998; 70000000; 40932372;6,3
Stardust ;Matthew Vaughn;2007; 70000000; 38345403;7,7
Seven Years in Tibet ;Jean-Jacques Annaud;1997; 70000000; 37901509;7,0
The Dilemma ;Ron Howard;2011; 70000000; 48430355;5,3
Bad Company ;Joel Schumacher;2002; 70000000; 30157016;5,6
Doom ;Andrzej Bartkowiak;2005; 60000000; 28031250;5,2
I Spy ;Betty Thomas;2002; 70000000; 33105600;5,4
Underworld: Awakening ;Måns Mårlind;2012; 70000000; 62321039;6,4
Rock of Ages ;Adam Shankman;2012; 75000000; 38509342;5,9
Hart's War ;Gregory Hoblit;2002; 60000000; 19076815;6,3
Killer Elite ;Gary McKendry;2011; 35000000; 25093607;6,5
Rollerball ;John McTiernan;2002; 70000000; 18990542;3,0
Ballistic: Ecks vs. Sever ;Wych Kaosayananda;2002; 70000000; 14294842;3,6
Hard Rain ;Mikael Salomon;1998; 70000000; 19819494;5,8
Osmosis Jones ;Bobby Farrelly;2001; 70000000; 13596911;6,2
Legends of Oz: Dorothy's Return ;Will Finn;2013; 70000000;  8460990;5,6
Blackhat ;Michael Mann;2015; 70000000;  7097125;5,4
Sky Captain and the World of Tomorrow ;Kerry Conran;2004; 70000000; 37760080;6,1
Basic Instinct 2 ;Michael Caton-Jones;2006; 70000000;  5851188;4,2
Escape Plan ;Mikael Håfström;2013; 50000000; 25121291;6,7
The Legend of Hercules ;Renny Harlin;2014; 70000000; 18821279;4,2
The Sum of All Fears ;Phil Alden Robinson;2002; 68000000;118471320;6,4
The Twilight Saga: Eclipse ;David Slade;2010; 68000000;300523113;4,9
The Score ;Frank Oz;2001; 68000000; 71069884;6,8
Despicable Me ;Pierre Coffin;2010; 69000000;251501645;7,7
Money Train ;Joseph Ruben;1995; 68000000; 35324232;5,6
Ted 2 ;Seth MacFarlane;2015; 68000000; 81257500;6,4
Agora ;Alejandro Amenábar;2009; 70000000;   617840;7,2
Mystery Men ;Kinka Usher;1999; 65000000; 29655590;6,0
Hall Pass ;Bobby Farrelly;2011; 36000000; 45045037;5,9
The Insider ;Michael Mann;1999; 68000000; 28965197;7,9
Body of Lies ;Ridley Scott;2008; 70000000; 39380442;7,1
Abraham Lincoln: Vampire Hunter ;Timur Bekmambetov;2012; 69000000; 37516013;5,9
Entrapment ;Jon Amiel;1999; 66000000; 87704396;6,2
The X Files ;Rob Bowman;1998; 66000000; 83892374;7,0
The Last Legion ;Doug Lefler;2007; 35000000;  5932060;5,4
Saving Private Ryan ;Steven Spielberg;1998; 70000000;216119491;8,6
Need for Speed ;Scott Waugh;2014; 66000000; 43568507;6,5
What Women Want ;Nancy Meyers;2000; 70000000;182805123;6,4
Ice Age ;Chris Wedge;2002; 59000000;176387405;7,6
Dreamcatcher ;Lawrence Kasdan;2003; 68000000; 33685268;5,5
Lincoln ;Steven Spielberg;2012; 65000000;182204440;7,4
The Matrix ;Lana Wachowski;1999; 63000000;171383253;8,7
Apollo 13 ;Ron Howard;1995; 62000000;172071312;7,6
Total Recall ;Paul Verhoeven;1990; 65000000;119412921;7,5
The Santa Clause 2 ;Michael Lembeck;2002; 60000000;139225854;5,5
Les Misérables ;Tom Hooper;2012; 61000000;148775460;7,6
You've Got Mail ;Nora Ephron;1998; 65000000;115731542;6,5
Step Brothers ;Adam McKay;2008; 65000000;100468793;6,9
The Mask of Zorro ;Martin Campbell;1998; 65000000; 93771072;6,7
Due Date ;Todd Phillips;2010; 65000000;100448498;6,6
Unbroken ;Angelina Jolie Pitt;2014; 65000000;115603980;7,2
Space Cowboys ;Clint Eastwood;2000; 65000000; 90454043;6,4
Cliffhanger ;Renny Harlin;1993; 70000000; 84049211;6,4
Broken Arrow ;John Woo;1996; 50000000; 70450000;6,0
The Kid ;Jon Turteltaub;2000; 60000000; 69688384;6,1
World Trade Center ;Oliver Stone;2006; 63000000; 70236496;6,0
Mona Lisa Smile ;Mike Newell;2003; 65000000; 63695760;6,4
The Dictator ;Larry Charles;2012; 65000000; 59617068;6,4
Eyes Wide Shut ;Stanley Kubrick;1999; 65000000; 55637680;7,3
Annie ;Will Gluck;2014; 65000000; 85911262;5,2
Focus ;Glenn Ficarra;2015; 50100000; 53846915;6,6
This Means War ;McG;2012; 65000000; 54758461;6,3
Blade: Trinity ;David S. Goyer;2004; 65000000; 52397389;5,9
Primary Colors ;Mike Nichols;1998; 65000000; 38966057;6,7
Resident Evil: Retribution ;Paul W.S. Anderson;2012; 65000000; 42345531;5,4
Death Race ;Paul W.S. Anderson;2008; 45000000; 36064910;6,4
The Long Kiss Goodnight ;Renny Harlin;1996; 65000000; 33328051;6,7
Proof of Life ;Taylor Hackford;2000; 65000000; 32598931;6,2
Zathura: A Space Adventure ;Jon Favreau;2005; 65000000; 28045540;6,1
Fight Club ;David Fincher;1999; 63000000; 37023395;8,8
We Are Marshall ;McG;2006; 65000000; 43532294;7,1
Hudson Hawk ;Michael Lehmann;1991; 70000000; 17218080;5,7
Lucky Numbers ;Nora Ephron;2000; 65000000; 10014234;5,0
I, Frankenstein ;Stuart Beattie;2014; 65000000; 19059018;5,1
Oliver Twist ;Roman Polanski;2005; 50000000;  1987287;6,9
Elektra ;Rob Bowman;2005; 43000000; 24407944;4,8
Sin City: A Dame to Kill For ;Frank Miller;2014; 65000000; 13750556;6,5
Random Hearts ;Sydney Pollack;1999; 64000000; 31054924;5,1
Everest ;Baltasar Kormákur;2015; 55000000; 43247140;7,1
Perfume: The Story of a Murderer ;Tom Tykwer;2006; 50000000;  2208939;7,5
Austin Powers in Goldmember ;Jay Roach;2002; 63000000;213079163;6,2
Astro Boy ;David Bowers;2009; 65000000; 19548064;6,3
Jurassic Park ;Steven Spielberg;1993; 63000000;356784000;8,1
Wyatt Earp ;Lawrence Kasdan;1994; 63000000; 25052000;6,6
Clear and Present Danger ;Phillip Noyce;1994; 62000000;122012710;6,9
Dragon Blade ;Daniel Lee;2015; 65000000;    72413;6,1
Littleman ;Keenen Ivory Wayans;2006; 64000000; 58255287;4,3
U-571 ;Jonathan Mostow;2000; 62000000; 77086030;6,6
The American President ;Rob Reiner;1995; 62000000; 65000000;6,8
The Love Guru ;Marco Schnabel;2008; 62000000; 32178777;3,8
3000 Miles to Graceland ;Demian Lichtenstein;2001; 42000000; 15738632;5,9
The Hateful Eight ;Quentin Tarantino;2015; 44000000; 54116191;7,9
Blades of Glory ;Josh Gordon;2007; 61000000;118153533;6,3
Hop ;Tim Hill;2011; 63000000;108012170;5,5
300 ;Zack Snyder;2006; 65000000;210592590;7,7
Meet the Fockers ;Jay Roach;2004; 80000000;279167575;6,3
Marley & Me ;David Frankel;2008; 60000000;143151473;7,1
The Green Mile ;Frank Darabont;1999; 60000000;136801374;8,5
Chicken Little ;Mark Dindal;2005;150000000;135381507;5,8
Gone Girl ;David Fincher;2014; 61000000;167735396;8,1
The Bourne Identity ;Doug Liman;2002; 60000000;121468960;7,9
GoldenEye ;Martin Campbell;1995; 58000000;106635996;7,2
The General's Daughter ;Simon West;1999; 95000000;102678089;6,3
The Truman Show ;Peter Weir;1998; 60000000;125603360;8,1
The Prince of Egypt ;Brenda Chapman;1998; 70000000;101217900;7,0
Daddy Day Care ;Steve Carr;2003; 60000000;104148781;5,5
2 Guns ;Baltasar Kormákur;2013; 61000000; 75573300;6,7
Cats & Dogs ;Lawrence Guterman;2001; 60000000; 93375151;5,2
The Italian Job ;F. Gary Gray;2003; 60000000;106126012;7,0
Two Weeks Notice ;Marc Lawrence;2002; 60000000; 93307796;6,1
Antz ;Eric Darnell;1998;105000000; 90646554;6,6
Couples Retreat ;Peter Billingsley;2009; 60000000;109176215;5,5
Days of Thunder ;Tony Scott;1990; 60000000; 82670733;5,9
Cheaper by the Dozen 2 ;Adam Shankman;2005; 60000000; 82569532;5,4
The Scorch Trials ;Wes Ball;2015; 61000000; 81687587;6,4
Eat Pray Love ;Ryan Murphy;2010; 60000000; 80574010;5,7
The Family Man ;Brett Ratner;2000; 60000000; 75764085;6,7
RED ;Robert Schwentke;2010; 58000000; 90356857;7,1
Any Given Sunday ;Oliver Stone;1999; 55000000; 75530832;6,8
The Horse Whisperer ;Robert Redford;1998; 60000000; 75370763;6,5
Collateral ;Michael Mann;2004; 65000000;100003492;7,6
The Scorpion King ;Chuck Russell;2002; 60000000; 90341670;5,5
Ladder 49 ;Jay Russell;2004; 55000000; 74540762;6,5
Jack Reacher ;Christopher McQuarrie;2012; 60000000; 80033643;7,0
Deep Blue Sea ;Renny Harlin;1999; 60000000; 73648142;5,8
This Is It ;Kenny Ortega;2009; 60000000; 71844424;7,3
Contagion ;Steven Soderbergh;2011; 60000000; 75638743;6,6
Kangaroo Jack ;David McNally;2003; 60000000; 66734992;4,4
Coraline ;Henry Selick;2009; 60000000; 75280058;7,7
The Happening ;M. Night Shyamalan;2008; 48000000; 64505912;5,0
Man on Fire ;Tony Scott;2004; 70000000; 77862546;7,7
The Shaggy Dog ;Brian Robbins;2006; 50000000; 61112916;4,4
Starsky & Hutch ;Todd Phillips;2004; 60000000; 88200225;6,1
Jingle All the Way ;Brian Levant;1996; 60000000; 60573641;5,4
Hellboy ;Guillermo del Toro;2004; 66000000; 59035104;6,8
A Civil Action ;Steven Zaillian;1998; 60000000; 56702901;6,5
ParaNorman ;Chris Butler;2012; 60000000; 55994557;7,0
The Jackal ;Michael Caton-Jones;1997; 60000000; 54910560;6,3
Paycheck ;John Woo;2003; 60000000; 53789313;6,3
Up Close & Personal ;Jon Avnet;1996; 60000000; 51045801;6,1
